2022-09-23 02:38:20.585 *** Start program *** Start program
2022-09-23 02:38:36.196 *** Open case *** /Users/zhihuang/Downloads/S-demo-4304
2022-09-23 02:38:39.197 *** Open processed data
2022-09-23 02:38:39.198 *** Preload all statistics at once.
2022-09-23 02:38:40.965 *** Nuclei stat data loaded, took 1.77 seconds. Total number of nuclei: 1002261
2022-09-23 02:38:46.026 *** Mouse movement (LeftButton) ***  Mouse coords: (511, 297) (45252, 29281)
2022-09-23 02:38:55.966 *** Mouse movement (LeftButton) ***  Mouse coords: (445, 119) (30362, 28386)
2022-09-23 02:38:56.081 *** Mouse movement (LeftButton) ***  Mouse coords: (445, 119) (30362, 28385)
2022-09-23 02:38:56.107 *** Mouse movement (LeftButton) ***  Mouse coords: (445, 126) (30362, 28393)
2022-09-23 02:38:56.128 *** Mouse movement (LeftButton) ***  Mouse coords: (445, 131) (30362, 28391)
2022-09-23 02:38:56.148 *** Mouse movement (LeftButton) ***  Mouse coords: (443, 137) (30360, 28392)
2022-09-23 02:38:56.187 *** Mouse movement (LeftButton) ***  Mouse coords: (441, 141) (30360, 28389)
2022-09-23 02:38:56.227 *** Mouse movement (LeftButton) ***  Mouse coords: (441, 141) (30362, 28385)
2022-09-23 02:38:58.955 *** Mouse movement (LeftButton) ***  Mouse coords: (345, 156) (30252, 28403)
2022-09-23 02:38:58.986 *** Mouse movement (LeftButton) ***  Mouse coords: (355, 173) (30264, 28422)
2022-09-23 02:38:59.008 *** Mouse movement (LeftButton) ***  Mouse coords: (410, 250) (30326, 28510)
2022-09-23 02:38:59.027 *** Mouse movement (LeftButton) ***  Mouse coords: (467, 322) (30391, 28592)
2022-09-23 02:38:59.046 *** Mouse movement (LeftButton) ***  Mouse coords: (512, 380) (30443, 28658)
2022-09-23 02:38:59.063 *** Mouse movement (LeftButton) ***  Mouse coords: (566, 446) (30504, 28733)
2022-09-23 02:38:59.081 *** Mouse movement (LeftButton) ***  Mouse coords: (610, 493) (30554, 28787)
2022-09-23 02:38:59.099 *** Mouse movement (LeftButton) ***  Mouse coords: (632, 513) (30579, 28810)
2022-09-23 02:38:59.117 *** Mouse movement (LeftButton) ***  Mouse coords: (643, 522) (30592, 28820)
2022-09-23 02:38:59.136 *** Mouse movement (LeftButton) ***  Mouse coords: (654, 527) (30604, 28826)
2022-09-23 02:38:59.154 *** Mouse movement (LeftButton) ***  Mouse coords: (661, 530) (30612, 28829)
2022-09-23 02:38:59.172 *** Mouse movement (LeftButton) ***  Mouse coords: (668, 533) (30620, 28832)
2022-09-23 02:38:59.190 *** Mouse movement (LeftButton) ***  Mouse coords: (672, 533) (30625, 28832)
2022-09-23 02:38:59.208 *** Mouse movement (LeftButton) ***  Mouse coords: (674, 534) (30627, 28834)
2022-09-23 02:38:59.226 *** Mouse movement (LeftButton) ***  Mouse coords: (677, 534) (30631, 28834)
2022-09-23 02:38:59.245 *** Mouse movement (LeftButton) ***  Mouse coords: (685, 534) (30640, 28834)
2022-09-23 02:38:59.263 *** Mouse movement (LeftButton) ***  Mouse coords: (698, 534) (30655, 28834)
2022-09-23 02:38:59.281 *** Mouse movement (LeftButton) ***  Mouse coords: (730, 538) (30691, 28838)
2022-09-23 02:38:59.299 *** Mouse movement (LeftButton) ***  Mouse coords: (744, 542) (30707, 28843)
2022-09-23 02:38:59.317 *** Mouse movement (LeftButton) ***  Mouse coords: (756, 545) (30721, 28846)
2022-09-23 02:38:59.336 *** Mouse movement (LeftButton) ***  Mouse coords: (761, 547) (30726, 28848)
2022-09-23 02:38:59.354 *** Mouse movement (LeftButton) ***  Mouse coords: (762, 547) (30728, 28848)
2022-09-23 02:38:59.372 *** Mouse movement (LeftButton) ***  Mouse coords: (762, 547) (30728, 28848)
2022-09-23 02:39:00.790 *** Interactive label *** Apply to case start.
2022-09-23 02:39:04.751 *** Mouse movement (LeftButton) ***  Mouse coords: (440, 462) (31048, 28313)
2022-09-23 02:39:04.822 *** Mouse movement (LeftButton) ***  Mouse coords: (440, 462) (31048, 28313)
2022-09-23 02:39:04.844 *** Mouse movement (LeftButton) ***  Mouse coords: (441, 465) (31050, 28320)
2022-09-23 02:39:04.865 *** Mouse movement (LeftButton) ***  Mouse coords: (450, 478) (31070, 28349)
2022-09-23 02:39:04.884 *** Mouse movement (LeftButton) ***  Mouse coords: (454, 489) (31079, 28373)
2022-09-23 02:39:04.903 *** Mouse movement (LeftButton) ***  Mouse coords: (462, 506) (31097, 28411)
2022-09-23 02:39:04.921 *** Mouse movement (LeftButton) ***  Mouse coords: (467, 523) (31108, 28449)
2022-09-23 02:39:04.939 *** Mouse movement (LeftButton) ***  Mouse coords: (477, 548) (31130, 28504)
2022-09-23 02:39:04.957 *** Mouse movement (LeftButton) ***  Mouse coords: (484, 565) (31146, 28542)
2022-09-23 02:39:04.974 *** Mouse movement (LeftButton) ***  Mouse coords: (490, 578) (31159, 28571)
2022-09-23 02:39:04.991 *** Mouse movement (LeftButton) ***  Mouse coords: (493, 586) (31166, 28589)
2022-09-23 02:39:05.008 *** Mouse movement (LeftButton) ***  Mouse coords: (496, 593) (31172, 28605)
2022-09-23 02:39:05.026 *** Mouse movement (LeftButton) ***  Mouse coords: (498, 600) (31177, 28620)
2022-09-23 02:39:05.043 *** Mouse movement (LeftButton) ***  Mouse coords: (501, 609) (31184, 28640)
2022-09-23 02:39:05.060 *** Mouse movement (LeftButton) ***  Mouse coords: (504, 618) (31190, 28660)
2022-09-23 02:39:05.078 *** Mouse movement (LeftButton) ***  Mouse coords: (508, 629) (31199, 28685)
2022-09-23 02:39:05.095 *** Mouse movement (LeftButton) ***  Mouse coords: (511, 636) (31206, 28700)
2022-09-23 02:39:05.113 *** Mouse movement (LeftButton) ***  Mouse coords: (514, 645) (31213, 28720)
2022-09-23 02:39:05.130 *** Mouse movement (LeftButton) ***  Mouse coords: (516, 651) (31217, 28734)
2022-09-23 02:39:05.147 *** Mouse movement (LeftButton) ***  Mouse coords: (518, 656) (31221, 28745)
2022-09-23 02:39:05.165 *** Mouse movement (LeftButton) ***  Mouse coords: (518, 657) (31221, 28747)
2022-09-23 02:39:05.182 *** Mouse movement (LeftButton) ***  Mouse coords: (519, 659) (31224, 28752)
2022-09-23 02:39:05.199 *** Mouse movement (LeftButton) ***  Mouse coords: (519, 659) (31224, 28752)
2022-09-23 02:39:05.214 *** Mouse movement (LeftButton) ***  Mouse coords: (519, 660) (31224, 28754)
2022-09-23 02:39:05.231 *** Mouse movement (LeftButton) ***  Mouse coords: (520, 660) (31226, 28754)
2022-09-23 02:39:05.263 *** Mouse movement (LeftButton) ***  Mouse coords: (520, 660) (31226, 28754)
2022-09-23 02:39:05.279 *** Mouse movement (LeftButton) ***  Mouse coords: (520, 660) (31226, 28754)
2022-09-23 02:39:05.322 *** Mouse movement (LeftButton) ***  Mouse coords: (520, 660) (31226, 28754)
2022-09-23 02:39:05.338 *** Mouse movement (LeftButton) ***  Mouse coords: (520, 660) (31226, 28754)
2022-09-23 02:39:05.353 *** Mouse movement (LeftButton) ***  Mouse coords: (520, 660) (31226, 28754)
