2022-09-11 01:33:20.998 *** Start program *** Start program
2022-09-11 01:33:29.331 *** Open case *** /home/zhihuang/Desktop/A14
2022-09-11 01:33:37.624 *** Open processed data
2022-09-11 01:33:37.624 *** Preload all statistics at once.
2022-09-11 01:33:39.647 *** Nuclei stat data loaded, took 2.02 seconds. Total number of nuclei: 1470268
2022-09-11 01:33:48.077 *** Mouse movement (LeftButton) ***  Mouse coords: (580, 93) (77304, 23741)
2022-09-11 01:33:48.105 *** Mouse movement (LeftButton) ***  Mouse coords: (605, 132) (78020, 24905)
2022-09-11 01:33:48.122 *** Mouse movement (LeftButton) ***  Mouse coords: (615, 157) (77573, 24488)
2022-09-11 01:33:48.139 *** Mouse movement (LeftButton) ***  Mouse coords: (625, 190) (77572, 24726)
2022-09-11 01:33:48.156 *** Mouse movement (LeftButton) ***  Mouse coords: (635, 230) (77573, 24935)
2022-09-11 01:33:48.173 *** Mouse movement (LeftButton) ***  Mouse coords: (645, 272) (77572, 24995)
2022-09-11 01:33:48.189 *** Mouse movement (LeftButton) ***  Mouse coords: (659, 319) (77692, 25144)
2022-09-11 01:33:48.214 *** Mouse movement (LeftButton) ***  Mouse coords: (670, 361) (77603, 24995)
2022-09-11 01:33:48.227 *** Mouse movement (LeftButton) ***  Mouse coords: (674, 373) (77393, 24099)
2022-09-11 01:33:48.241 *** Mouse movement (LeftButton) ***  Mouse coords: (676, 382) (77334, 24010)
2022-09-11 01:33:48.255 *** Mouse movement (LeftButton) ***  Mouse coords: (677, 387) (77304, 23890)
2022-09-11 01:33:48.272 *** Mouse movement (LeftButton) ***  Mouse coords: (677, 392) (77274, 23891)
2022-09-11 01:33:48.288 *** Mouse movement (LeftButton) ***  Mouse coords: (678, 397) (77304, 23890)
2022-09-11 01:33:48.305 *** Mouse movement (LeftButton) ***  Mouse coords: (679, 401) (77303, 23860)
2022-09-11 01:34:01.541 *** Mouse movement (LeftButton) ***  Mouse coords: (547, 36) (76753, 19035)
2022-09-11 01:34:01.551 *** Mouse movement (LeftButton) ***  Mouse coords: (547, 39) (76753, 19040)
2022-09-11 01:34:01.563 *** Mouse movement (LeftButton) ***  Mouse coords: (548, 46) (76755, 19053)
2022-09-11 01:34:01.573 *** Mouse movement (LeftButton) ***  Mouse coords: (553, 58) (76764, 19075)
2022-09-11 01:34:01.588 *** Mouse movement (LeftButton) ***  Mouse coords: (571, 88) (76797, 19130)
2022-09-11 01:34:01.605 *** Mouse movement (LeftButton) ***  Mouse coords: (598, 122) (76846, 19191)
2022-09-11 01:34:01.622 *** Mouse movement (LeftButton) ***  Mouse coords: (634, 162) (76911, 19264)
2022-09-11 01:34:01.638 *** Mouse movement (LeftButton) ***  Mouse coords: (674, 200) (76984, 19333)
2022-09-11 01:34:01.656 *** Mouse movement (LeftButton) ***  Mouse coords: (718, 240) (77064, 19406)
2022-09-11 01:34:01.672 *** Mouse movement (LeftButton) ***  Mouse coords: (764, 279) (77148, 19477)
2022-09-11 01:34:01.689 *** Mouse movement (LeftButton) ***  Mouse coords: (810, 318) (77231, 19548)
2022-09-11 01:34:01.706 *** Mouse movement (LeftButton) ***  Mouse coords: (848, 345) (77300, 19597)
2022-09-11 01:34:01.722 *** Mouse movement (LeftButton) ***  Mouse coords: (873, 358) (77346, 19621)
2022-09-11 01:34:01.739 *** Mouse movement (LeftButton) ***  Mouse coords: (890, 366) (77377, 19635)
2022-09-11 01:34:01.755 *** Mouse movement (LeftButton) ***  Mouse coords: (910, 370) (77413, 19642)
2022-09-11 01:34:01.772 *** Mouse movement (LeftButton) ***  Mouse coords: (935, 376) (77459, 19653)
2022-09-11 01:34:01.789 *** Mouse movement (LeftButton) ***  Mouse coords: (957, 379) (77499, 19659)
2022-09-11 01:34:01.806 *** Mouse movement (LeftButton) ***  Mouse coords: (978, 381) (77537, 19662)
2022-09-11 01:34:01.822 *** Mouse movement (LeftButton) ***  Mouse coords: (988, 381) (77555, 19662)
