2022-09-23 10:58:00.626 *** Start program *** Start program
2022-09-23 10:58:11.109 *** Open case *** /Users/zhihuang/Desktop/S4325
2022-09-23 11:07:27.987 *** Open processed data
2022-09-23 11:07:27.990 *** Preload all statistics at once.
2022-09-23 11:07:29.332 *** Nuclei stat data loaded, took 1.34 seconds. Total number of nuclei: 922888
2022-09-23 11:07:37.711 *** Mouse movement (LeftButton) ***  Mouse coords: (576, 297) (60312, 21524)
2022-09-23 11:07:37.840 *** Mouse movement (LeftButton) ***  Mouse coords: (576, 297) (60312, 21524)
2022-09-23 11:07:37.877 *** Mouse movement (LeftButton) ***  Mouse coords: (578, 315) (60632, 24404)
2022-09-23 11:07:37.904 *** Mouse movement (LeftButton) ***  Mouse coords: (592, 343) (62551, 26004)
2022-09-23 11:07:37.927 *** Mouse movement (LeftButton) ***  Mouse coords: (597, 352) (61111, 22964)
2022-09-23 11:07:37.952 *** Mouse movement (LeftButton) ***  Mouse coords: (606, 365) (61751, 23604)
2022-09-23 11:07:37.974 *** Mouse movement (LeftButton) ***  Mouse coords: (609, 370) (60792, 22324)
2022-09-23 11:07:37.996 *** Mouse movement (LeftButton) ***  Mouse coords: (610, 371) (60472, 21684)
2022-09-23 11:07:38.019 *** Mouse movement (LeftButton) ***  Mouse coords: (612, 371) (60632, 21524)
2022-09-23 11:07:38.042 *** Mouse movement (LeftButton) ***  Mouse coords: (614, 371) (60632, 21524)
2022-09-23 11:07:38.066 *** Mouse movement (LeftButton) ***  Mouse coords: (619, 370) (61111, 21364)
2022-09-23 11:07:38.088 *** Mouse movement (LeftButton) ***  Mouse coords: (623, 370) (60951, 21524)
2022-09-23 11:07:38.111 *** Mouse movement (LeftButton) ***  Mouse coords: (624, 370) (60472, 21524)
2022-09-23 11:07:38.133 *** Mouse movement (LeftButton) ***  Mouse coords: (626, 369) (60632, 21364)
2022-09-23 11:07:38.157 *** Mouse movement (LeftButton) ***  Mouse coords: (627, 369) (60472, 21524)
2022-09-23 11:07:38.179 *** Mouse movement (LeftButton) ***  Mouse coords: (627, 369) (60311, 21524)
2022-09-23 11:07:38.203 *** Mouse movement (LeftButton) ***  Mouse coords: (627, 369) (60311, 21524)
2022-09-23 11:07:45.034 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 178) (21070, 10865)
2022-09-23 11:07:45.132 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 178) (21070, 10912)
2022-09-23 11:07:45.160 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 198) (21070, 11850)
2022-09-23 11:07:45.210 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 243) (21070, 13024)
2022-09-23 11:07:45.235 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 356) (21070, 16215)
2022-09-23 11:07:45.258 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 411) (21070, 13493)
2022-09-23 11:07:45.281 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 457) (21070, 13071)
2022-09-23 11:07:45.309 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 477) (21070, 11850)
2022-09-23 11:07:45.331 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 480) (21070, 11053)
2022-09-23 11:07:45.353 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 481) (21070, 10959)
2022-09-23 11:07:45.376 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 481) (21070, 10912)
2022-09-23 11:07:45.410 *** Mouse movement (LeftButton) ***  Mouse coords: (398, 484) (21070, 11053)
2022-09-23 11:07:47.413 *** Mouse movement (LeftButton) ***  Mouse coords: (274, 491) (20679, 13200)
2022-09-23 11:07:47.482 *** Mouse movement (LeftButton) ***  Mouse coords: (274, 491) (20679, 13200)
2022-09-23 11:07:47.516 *** Mouse movement (LeftButton) ***  Mouse coords: (309, 491) (20893, 13200)
2022-09-23 11:07:47.540 *** Mouse movement (LeftButton) ***  Mouse coords: (379, 491) (21107, 13200)
2022-09-23 11:07:47.566 *** Mouse movement (LeftButton) ***  Mouse coords: (413, 491) (20886, 13200)
2022-09-23 11:07:47.587 *** Mouse movement (LeftButton) ***  Mouse coords: (526, 491) (21369, 13200)
2022-09-23 11:07:47.609 *** Mouse movement (LeftButton) ***  Mouse coords: (575, 491) (20978, 13200)
2022-09-23 11:07:47.635 *** Mouse movement (LeftButton) ***  Mouse coords: (633, 491) (21034, 13200)
2022-09-23 11:07:47.662 *** Mouse movement (LeftButton) ***  Mouse coords: (653, 491) (20801, 13200)
2022-09-23 11:07:47.683 *** Mouse movement (LeftButton) ***  Mouse coords: (663, 491) (20740, 13200)
2022-09-23 11:07:47.705 *** Mouse movement (LeftButton) ***  Mouse coords: (665, 491) (20691, 13200)
2022-09-23 11:07:47.728 *** Mouse movement (LeftButton) ***  Mouse coords: (665, 491) (20679, 13200)
2022-09-23 11:07:47.751 *** Mouse movement (LeftButton) ***  Mouse coords: (665, 491) (20679, 13200)
2022-09-23 11:07:47.803 *** Mouse movement (LeftButton) ***  Mouse coords: (665, 492) (20679, 13206)
2022-09-23 11:07:50.633 *** Mouse movement (LeftButton) ***  Mouse coords: (844, 386) (19772, 12608)
2022-09-23 11:07:50.740 *** Mouse movement (LeftButton) ***  Mouse coords: (844, 386) (19772, 12608)
2022-09-23 11:07:50.775 *** Mouse movement (LeftButton) ***  Mouse coords: (799, 386) (19677, 12608)
2022-09-23 11:07:50.799 *** Mouse movement (LeftButton) ***  Mouse coords: (756, 386) (19682, 12608)
2022-09-23 11:07:50.820 *** Mouse movement (LeftButton) ***  Mouse coords: (724, 386) (19704, 12608)
2022-09-23 11:07:50.843 *** Mouse movement (LeftButton) ***  Mouse coords: (686, 386) (19692, 12608)
2022-09-23 11:07:50.866 *** Mouse movement (LeftButton) ***  Mouse coords: (653, 386) (19703, 12608)
2022-09-23 11:07:50.889 *** Mouse movement (LeftButton) ***  Mouse coords: (631, 386) (19725, 12608)
2022-09-23 11:07:50.910 *** Mouse movement (LeftButton) ***  Mouse coords: (623, 386) (19756, 12608)
2022-09-23 11:07:50.941 *** Mouse movement (LeftButton) ***  Mouse coords: (621, 386) (19767, 12608)
2022-09-23 11:07:50.968 *** Mouse movement (LeftButton) ***  Mouse coords: (621, 386) (19772, 12608)
2022-09-23 11:07:50.989 *** Mouse movement (LeftButton) ***  Mouse coords: (621, 386) (19772, 12608)
2022-09-23 11:07:51.010 *** Mouse movement (LeftButton) ***  Mouse coords: (621, 386) (19772, 12608)
2022-09-23 11:07:56.405 *** Keyboard input *** key pressed: key: 90; text: "z"
2022-09-23 11:07:56.410 *** Process image overlay spent 0.00 seconds.
2022-09-23 11:07:56.426 *** Get cell color spent 0.02 seconds.
2022-09-23 11:08:09.702 *** Mouse movement (LeftButton) ***  Mouse coords: (1011, 457) (20593, 12758)
2022-09-23 11:08:09.832 *** Mouse movement (LeftButton) ***  Mouse coords: (1011, 457) (20595, 12758)
2022-09-23 11:08:09.859 *** Mouse movement (LeftButton) ***  Mouse coords: (1003, 477) (20579, 12800)
2022-09-23 11:08:09.906 *** Mouse movement (LeftButton) ***  Mouse coords: (990, 505) (20567, 12817)
2022-09-23 11:08:09.927 *** Mouse movement (LeftButton) ***  Mouse coords: (978, 526) (20570, 12802)
2022-09-23 11:08:09.949 *** Mouse movement (LeftButton) ***  Mouse coords: (974, 532) (20586, 12770)
2022-09-23 11:08:09.974 *** Mouse movement (LeftButton) ***  Mouse coords: (972, 535) (20591, 12765)
2022-09-23 11:08:09.996 *** Mouse movement (LeftButton) ***  Mouse coords: (971, 535) (20593, 12758)
2022-09-23 11:08:10.046 *** Mouse movement (LeftButton) ***  Mouse coords: (971, 535) (20595, 12758)
2022-09-23 11:08:10.068 *** Mouse movement (LeftButton) ***  Mouse coords: (971, 535) (20595, 12758)
2022-09-23 11:08:10.089 *** Mouse movement (LeftButton) ***  Mouse coords: (972, 534) (20597, 12756)
2022-09-23 11:08:10.274 *** Process image overlay spent 0.00 seconds.
2022-09-23 11:08:10.277 *** Get cell color spent 0.00 seconds.
2022-09-23 11:08:12.974 *** Mouse movement (LeftButton) ***  Mouse coords: (394, 280) (19378, 12223)
2022-09-23 11:08:13.014 *** Mouse movement (LeftButton) ***  Mouse coords: (417, 290) (19427, 12244)
2022-09-23 11:08:13.040 *** Mouse movement (LeftButton) ***  Mouse coords: (437, 304) (19469, 12273)
2022-09-23 11:08:13.063 *** Mouse movement (LeftButton) ***  Mouse coords: (444, 309) (19484, 12284)
2022-09-23 11:08:13.085 *** Mouse movement (LeftButton) ***  Mouse coords: (452, 314) (19500, 12294)
2022-09-23 11:08:13.105 *** Mouse movement (LeftButton) ***  Mouse coords: (458, 319) (19513, 12305)
2022-09-23 11:08:13.127 *** Mouse movement (LeftButton) ***  Mouse coords: (460, 319) (19517, 12305)
2022-09-23 11:08:13.148 *** Mouse movement (LeftButton) ***  Mouse coords: (460, 320) (19517, 12307)
2022-09-23 11:08:13.169 *** Mouse movement (LeftButton) ***  Mouse coords: (460, 320) (19517, 12307)
2022-09-23 11:08:13.188 *** Mouse movement (LeftButton) ***  Mouse coords: (461, 321) (19519, 12309)
2022-09-23 11:08:13.209 *** Mouse movement (LeftButton) ***  Mouse coords: (461, 321) (19519, 12309)
