2022-09-23 02:35:32.110 *** Start program *** Start program
2022-09-23 02:35:53.705 *** Open case *** /Users/zhihuang/Downloads/S-demo-4304
2022-09-23 02:35:56.597 *** Open processed data
2022-09-23 02:35:56.598 *** Preload all statistics at once.
2022-09-23 02:35:58.270 *** Nuclei stat data loaded, took 1.67 seconds. Total number of nuclei: 1002261
2022-09-23 02:36:03.301 *** Mouse movement (LeftButton) ***  Mouse coords: (473, 263) (39172, 23841)
2022-09-23 02:36:08.529 *** Mouse movement (LeftButton) ***  Mouse coords: (290, 327) (39619, 27440)
2022-09-23 02:36:08.556 *** Mouse movement (LeftButton) ***  Mouse coords: (301, 334) (39640, 27453)
2022-09-23 02:36:08.579 *** Mouse movement (LeftButton) ***  Mouse coords: (314, 346) (39664, 27476)
2022-09-23 02:36:08.599 *** Mouse movement (LeftButton) ***  Mouse coords: (321, 354) (39677, 27491)
2022-09-23 02:36:08.617 *** Mouse movement (LeftButton) ***  Mouse coords: (337, 368) (39707, 27517)
2022-09-23 02:36:08.634 *** Mouse movement (LeftButton) ***  Mouse coords: (349, 381) (39730, 27541)
2022-09-23 02:36:08.652 *** Mouse movement (LeftButton) ***  Mouse coords: (367, 397) (39763, 27571)
2022-09-23 02:36:08.670 *** Mouse movement (LeftButton) ***  Mouse coords: (372, 401) (39773, 27579)
2022-09-23 02:36:08.688 *** Mouse movement (LeftButton) ***  Mouse coords: (374, 402) (39776, 27581)
2022-09-23 02:36:08.705 *** Mouse movement (LeftButton) ***  Mouse coords: (376, 404) (39780, 27584)
2022-09-23 02:36:08.722 *** Mouse movement (LeftButton) ***  Mouse coords: (378, 405) (39784, 27586)
2022-09-23 02:36:08.739 *** Mouse movement (LeftButton) ***  Mouse coords: (380, 407) (39788, 27590)
2022-09-23 02:36:08.757 *** Mouse movement (LeftButton) ***  Mouse coords: (385, 411) (39797, 27598)
2022-09-23 02:36:08.774 *** Mouse movement (LeftButton) ***  Mouse coords: (390, 414) (39807, 27603)
2022-09-23 02:36:08.791 *** Mouse movement (LeftButton) ***  Mouse coords: (396, 418) (39818, 27611)
2022-09-23 02:36:08.810 *** Mouse movement (LeftButton) ***  Mouse coords: (399, 420) (39823, 27614)
2022-09-23 02:36:08.827 *** Mouse movement (LeftButton) ***  Mouse coords: (402, 422) (39829, 27618)
2022-09-23 02:36:08.844 *** Mouse movement (LeftButton) ***  Mouse coords: (403, 423) (39831, 27620)
2022-09-23 02:36:08.862 *** Mouse movement (LeftButton) ***  Mouse coords: (405, 424) (39835, 27622)
2022-09-23 02:36:08.879 *** Mouse movement (LeftButton) ***  Mouse coords: (409, 427) (39842, 27628)
2022-09-23 02:36:08.896 *** Mouse movement (LeftButton) ***  Mouse coords: (412, 429) (39848, 27631)
2022-09-23 02:36:08.914 *** Mouse movement (LeftButton) ***  Mouse coords: (415, 432) (39853, 27637)
2022-09-23 02:36:08.932 *** Mouse movement (LeftButton) ***  Mouse coords: (418, 435) (39859, 27643)
2022-09-23 02:36:08.949 *** Mouse movement (LeftButton) ***  Mouse coords: (423, 439) (39868, 27650)
2022-09-23 02:36:08.967 *** Mouse movement (LeftButton) ***  Mouse coords: (432, 448) (39885, 27667)
2022-09-23 02:36:08.985 *** Mouse movement (LeftButton) ***  Mouse coords: (435, 451) (39891, 27673)
2022-09-23 02:36:09.002 *** Mouse movement (LeftButton) ***  Mouse coords: (437, 454) (39895, 27678)
2022-09-23 02:36:09.019 *** Mouse movement (LeftButton) ***  Mouse coords: (438, 455) (39897, 27680)
2022-09-23 02:36:09.036 *** Mouse movement (LeftButton) ***  Mouse coords: (438, 455) (39897, 27680)
2022-09-23 02:36:09.051 *** Mouse movement (LeftButton) ***  Mouse coords: (438, 455) (39897, 27680)
2022-09-23 02:36:15.748 *** Mouse movement (LeftButton) ***  Mouse coords: (287, 314) (39613, 27416)
2022-09-23 02:36:15.803 *** Mouse movement (LeftButton) ***  Mouse coords: (311, 341) (39658, 27466)
2022-09-23 02:36:15.825 *** Mouse movement (LeftButton) ***  Mouse coords: (320, 349) (39675, 27481)
2022-09-23 02:36:15.843 *** Mouse movement (LeftButton) ***  Mouse coords: (343, 368) (39718, 27517)
2022-09-23 02:36:15.860 *** Mouse movement (LeftButton) ***  Mouse coords: (363, 384) (39756, 27547)
2022-09-23 02:36:15.878 *** Mouse movement (LeftButton) ***  Mouse coords: (384, 402) (39795, 27581)
2022-09-23 02:36:15.895 *** Mouse movement (LeftButton) ***  Mouse coords: (403, 417) (39831, 27609)
2022-09-23 02:36:15.913 *** Mouse movement (LeftButton) ***  Mouse coords: (415, 427) (39853, 27628)
2022-09-23 02:36:15.930 *** Mouse movement (LeftButton) ***  Mouse coords: (426, 436) (39874, 27644)
2022-09-23 02:36:15.947 *** Mouse movement (LeftButton) ***  Mouse coords: (431, 442) (39883, 27656)
2022-09-23 02:36:15.965 *** Mouse movement (LeftButton) ***  Mouse coords: (438, 449) (39897, 27669)
2022-09-23 02:36:15.983 *** Mouse movement (LeftButton) ***  Mouse coords: (439, 450) (39898, 27671)
2022-09-23 02:36:15.999 *** Mouse movement (LeftButton) ***  Mouse coords: (440, 451) (39900, 27673)
2022-09-23 02:36:16.017 *** Mouse movement (LeftButton) ***  Mouse coords: (440, 451) (39900, 27673)
2022-09-23 02:36:16.033 *** Mouse movement (LeftButton) ***  Mouse coords: (440, 452) (39900, 27674)
