2022-08-14 15:42:18.749 *** Start program *** Start program
2022-08-14 15:42:23.498 *** Open case *** /media/zhihuang/Drive14/Google_Colon_lnm_pos_2015_slides/slides/S0425
2022-08-14 15:42:25.536 *** Open processed data
2022-08-14 15:42:25.537 *** Preload all statistics at once.
2022-08-14 15:42:26.370 *** Nuclei stat data loaded, took 0.83 seconds. Total number of nuclei: 954361
2022-08-14 15:42:31.670 *** Mouse movement (LeftButton) ***  Mouse coords: (879, 210) (40646, 48740)
2022-08-14 15:42:31.699 *** Mouse movement (LeftButton) ***  Mouse coords: (876, 210) (40629, 48745)
2022-08-14 15:42:31.716 *** Mouse movement (LeftButton) ***  Mouse coords: (871, 211) (40619, 48750)
2022-08-14 15:42:31.733 *** Mouse movement (LeftButton) ***  Mouse coords: (843, 220) (40490, 48795)
2022-08-14 15:42:31.749 *** Mouse movement (LeftButton) ***  Mouse coords: (805, 236) (40434, 48835)
2022-08-14 15:42:31.766 *** Mouse movement (LeftButton) ***  Mouse coords: (766, 251) (40429, 48828)
2022-08-14 15:42:31.783 *** Mouse movement (LeftButton) ***  Mouse coords: (673, 284) (40128, 48929)
2022-08-14 15:42:31.800 *** Mouse movement (LeftButton) ***  Mouse coords: (617, 304) (40334, 48856)
2022-08-14 15:42:31.816 *** Mouse movement (LeftButton) ***  Mouse coords: (580, 315) (40440, 48807)
2022-08-14 15:42:31.833 *** Mouse movement (LeftButton) ***  Mouse coords: (545, 325) (40451, 48800)
2022-08-14 15:42:31.850 *** Mouse movement (LeftButton) ***  Mouse coords: (526, 328) (40540, 48762)
2022-08-14 15:42:34.570 *** Mouse movement (LeftButton) ***  Mouse coords: (405, 376) (40689, 48941)
2022-08-14 15:42:34.584 *** Mouse movement (LeftButton) ***  Mouse coords: (412, 391) (40701, 48969)
2022-08-14 15:42:34.601 *** Mouse movement (LeftButton) ***  Mouse coords: (419, 405) (40714, 48994)
2022-08-14 15:42:34.616 *** Mouse movement (LeftButton) ***  Mouse coords: (422, 410) (40720, 49003)
2022-08-14 15:42:34.633 *** Mouse movement (LeftButton) ***  Mouse coords: (423, 411) (40721, 49005)
2022-08-14 15:42:34.903 *** Mouse movement (LeftButton) ***  Mouse coords: (593, 406) (41031, 48996)
2022-08-14 15:42:34.917 *** Mouse movement (LeftButton) ***  Mouse coords: (593, 405) (41031, 48994)
2022-08-14 15:42:34.970 *** Mouse movement (LeftButton) ***  Mouse coords: (593, 404) (41031, 48992)
2022-08-14 15:42:34.991 *** Mouse movement (LeftButton) ***  Mouse coords: (594, 400) (41032, 48985)
2022-08-14 15:42:35.008 *** Mouse movement (LeftButton) ***  Mouse coords: (594, 399) (41032, 48983)
2022-08-14 15:42:35.137 *** Mouse movement (LeftButton) ***  Mouse coords: (637, 246) (41111, 48705)
2022-08-14 15:42:35.151 *** Mouse movement (LeftButton) ***  Mouse coords: (635, 236) (41107, 48687)
2022-08-14 15:42:35.168 *** Mouse movement (LeftButton) ***  Mouse coords: (632, 231) (41102, 48678)
2022-08-14 15:42:35.183 *** Mouse movement (LeftButton) ***  Mouse coords: (632, 228) (41102, 48672)
2022-08-14 15:42:35.200 *** Mouse movement (LeftButton) ***  Mouse coords: (630, 220) (41098, 48658)
2022-08-14 15:42:35.216 *** Mouse movement (LeftButton) ***  Mouse coords: (628, 213) (41094, 48645)
2022-08-14 15:42:37.121 *** Mouse movement (LeftButton) ***  Mouse coords: (473, 358) (40812, 48909)
2022-08-14 15:42:37.134 *** Mouse movement (LeftButton) ***  Mouse coords: (472, 362) (40811, 48916)
2022-08-14 15:42:37.151 *** Mouse movement (LeftButton) ***  Mouse coords: (471, 368) (40809, 48927)
2022-08-14 15:42:37.166 *** Mouse movement (LeftButton) ***  Mouse coords: (471, 369) (40809, 48929)
2022-08-14 15:42:37.351 *** Mouse movement (LeftButton) ***  Mouse coords: (676, 476) (41182, 49123)
2022-08-14 15:42:37.368 *** Mouse movement (LeftButton) ***  Mouse coords: (688, 484) (41203, 49138)
2022-08-14 15:42:37.389 *** Mouse movement (LeftButton) ***  Mouse coords: (692, 487) (41211, 49143)
2022-08-14 15:42:37.400 *** Mouse movement (LeftButton) ***  Mouse coords: (693, 487) (41212, 49143)
2022-08-14 15:42:37.416 *** Mouse movement (LeftButton) ***  Mouse coords: (694, 486) (41214, 49141)
2022-08-14 15:42:37.433 *** Mouse movement (LeftButton) ***  Mouse coords: (699, 481) (41223, 49132)
2022-08-14 15:42:37.553 *** Mouse movement (LeftButton) ***  Mouse coords: (832, 270) (41465, 48749)
2022-08-14 15:42:37.568 *** Mouse movement (LeftButton) ***  Mouse coords: (833, 260) (41467, 48730)
2022-08-14 15:42:37.584 *** Mouse movement (LeftButton) ***  Mouse coords: (833, 254) (41467, 48719)
2022-08-14 15:42:37.600 *** Mouse movement (LeftButton) ***  Mouse coords: (832, 250) (41465, 48712)
