2022-08-14 15:51:59.275 *** Start program *** Start program
2022-08-14 15:52:06.763 *** Open case *** /media/zhihuang/Drive14/Google_Colon_lnm_pos_2015_slides/slides/S0425
2022-08-14 15:52:09.145 *** Open processed data
2022-08-14 15:52:09.146 *** Preload all statistics at once.
2022-08-14 15:52:09.987 *** Nuclei stat data loaded, took 0.84 seconds. Total number of nuclei: 954361
2022-08-14 15:52:16.873 *** Mouse movement (LeftButton) ***  Mouse coords: (747, 390) (56117, 50333)
2022-08-14 15:52:16.886 *** Mouse movement (LeftButton) ***  Mouse coords: (747, 393) (56117, 50343)
2022-08-14 15:52:17.135 *** Mouse movement (LeftButton) ***  Mouse coords: (850, 496) (56445, 50671)
2022-08-14 15:52:17.144 *** Mouse movement (LeftButton) ***  Mouse coords: (855, 499) (56461, 50680)
2022-08-14 15:52:17.153 *** Mouse movement (LeftButton) ***  Mouse coords: (856, 499) (56464, 50680)
2022-08-14 15:52:17.369 *** Mouse movement (LeftButton) ***  Mouse coords: (955, 390) (56779, 50333)
2022-08-14 15:52:17.386 *** Mouse movement (LeftButton) ***  Mouse coords: (957, 387) (56786, 50324)
2022-08-14 15:52:24.727 *** Mouse movement (LeftButton) ***  Mouse coords: (619, 277) (55750, 49956)
2022-08-14 15:52:24.736 *** Mouse movement (LeftButton) ***  Mouse coords: (618, 277) (55741, 49956)
2022-08-14 15:52:25.293 *** Mouse movement (LeftButton) ***  Mouse coords: (704, 427) (56579, 51419)
2022-08-14 15:52:25.303 *** Mouse movement (LeftButton) ***  Mouse coords: (705, 427) (56589, 51419)
2022-08-14 15:52:25.509 *** Mouse movement (LeftButton) ***  Mouse coords: (735, 300) (56881, 50181)
2022-08-14 15:52:25.519 *** Mouse movement (LeftButton) ***  Mouse coords: (734, 298) (56871, 50161)
2022-08-14 15:52:25.536 *** Mouse movement (LeftButton) ***  Mouse coords: (734, 297) (56871, 50151)
2022-08-14 15:52:25.552 *** Mouse movement (LeftButton) ***  Mouse coords: (734, 295) (56871, 50132)
2022-08-14 15:52:25.568 *** Mouse movement (LeftButton) ***  Mouse coords: (733, 292) (56862, 50103)
2022-08-14 15:52:25.585 *** Mouse movement (LeftButton) ***  Mouse coords: (732, 289) (56852, 50073)
2022-08-14 15:52:28.919 *** Mouse movement (LeftButton) ***  Mouse coords: (524, 386) (56732, 50461)
2022-08-14 15:52:28.936 *** Mouse movement (LeftButton) ***  Mouse coords: (524, 388) (56732, 50468)
2022-08-14 15:52:28.952 *** Mouse movement (LeftButton) ***  Mouse coords: (524, 390) (56732, 50474)
2022-08-14 15:52:28.968 *** Mouse movement (LeftButton) ***  Mouse coords: (524, 395) (56732, 50490)
2022-08-14 15:52:28.985 *** Mouse movement (LeftButton) ***  Mouse coords: (526, 399) (56739, 50503)
2022-08-14 15:52:29.001 *** Mouse movement (LeftButton) ***  Mouse coords: (533, 407) (56761, 50528)
2022-08-14 15:52:29.018 *** Mouse movement (LeftButton) ***  Mouse coords: (539, 410) (56780, 50538)
2022-08-14 15:52:29.142 *** Mouse movement (LeftButton) ***  Mouse coords: (662, 463) (57172, 50707)
2022-08-14 15:52:29.153 *** Mouse movement (LeftButton) ***  Mouse coords: (666, 464) (57184, 50710)
2022-08-14 15:52:29.169 *** Mouse movement (LeftButton) ***  Mouse coords: (667, 464) (57187, 50710)
2022-08-14 15:52:29.309 *** Mouse movement (LeftButton) ***  Mouse coords: (754, 369) (57464, 50407)
