2022-11-07 11:27:43.622 *** Start program *** Start program
2022-11-07 11:28:01.702 *** Open case *** /Users/zhihuang/Desktop/S4325
2022-11-07 11:28:04.000 *** Open processed data
2022-11-07 11:28:04.001 *** Preload all statistics at once.
2022-11-07 11:28:05.162 *** Nuclei stat data loaded, took 1.16 seconds. Total number of nuclei: 793467
2022-11-07 11:28:10.064 *** Mouse movement (LeftButton) ***  Mouse coords: (728, 510) (77385, 21028)
2022-11-07 11:28:10.132 *** Mouse movement (LeftButton) ***  Mouse coords: (728, 510) (77385, 21028)
2022-11-07 11:28:10.172 *** Mouse movement (LeftButton) ***  Mouse coords: (733, 491) (78071, 18418)
2022-11-07 11:28:10.202 *** Mouse movement (LeftButton) ***  Mouse coords: (746, 449) (79171, 15260)
2022-11-07 11:28:10.252 *** Mouse movement (LeftButton) ***  Mouse coords: (753, 394) (78347, 13473)
2022-11-07 11:28:10.276 *** Mouse movement (LeftButton) ***  Mouse coords: (753, 383) (77385, 19517)
2022-11-07 11:28:10.301 *** Mouse movement (LeftButton) ***  Mouse coords: (753, 381) (77385, 20753)
2022-11-07 11:28:10.363 *** Mouse movement (LeftButton) ***  Mouse coords: (753, 381) (77385, 21028)
2022-11-07 11:28:10.448 *** Mouse movement (LeftButton) ***  Mouse coords: (752, 381) (77247, 21028)
2022-11-07 11:28:10.476 *** Mouse movement (LeftButton) ***  Mouse coords: (751, 381) (77248, 21028)
2022-11-07 11:28:11.569 *** Mouse movement (LeftButton) ***  Mouse coords: (716, 443) (72577, 29544)
2022-11-07 11:28:11.724 *** Mouse movement (LeftButton) ***  Mouse coords: (716, 443) (72577, 29544)
2022-11-07 11:28:11.769 *** Mouse movement (LeftButton) ***  Mouse coords: (716, 427) (72577, 27347)
2022-11-07 11:28:11.798 *** Mouse movement (LeftButton) ***  Mouse coords: (716, 411) (72577, 27346)
2022-11-07 11:28:11.820 *** Mouse movement (LeftButton) ***  Mouse coords: (716, 402) (72577, 28308)
2022-11-07 11:28:11.843 *** Mouse movement (LeftButton) ***  Mouse coords: (716, 400) (72577, 29269)
2022-11-07 11:28:14.370 *** Mouse movement (LeftButton) ***  Mouse coords: (737, 364) (75462, 24599)
2022-11-07 11:28:14.524 *** Mouse movement (LeftButton) ***  Mouse coords: (737, 365) (75462, 24875)
2022-11-07 11:28:14.573 *** Mouse movement (LeftButton) ***  Mouse coords: (737, 371) (75462, 25561)
2022-11-07 11:28:14.598 *** Mouse movement (LeftButton) ***  Mouse coords: (737, 378) (75462, 25698)
2022-11-07 11:28:14.621 *** Mouse movement (LeftButton) ***  Mouse coords: (737, 386) (75462, 25836)
2022-11-07 11:28:14.655 *** Mouse movement (LeftButton) ***  Mouse coords: (738, 398) (75599, 26385)
2022-11-07 11:28:14.719 *** Mouse movement (LeftButton) ***  Mouse coords: (740, 408) (75737, 26111)
2022-11-07 11:28:14.742 *** Mouse movement (LeftButton) ***  Mouse coords: (740, 408) (75462, 24737)
2022-11-07 11:28:14.805 *** Mouse movement (LeftButton) ***  Mouse coords: (740, 409) (75462, 24874)
