2022-09-10 19:55:46.638 *** Start program *** Start program
2022-09-10 20:05:06.544 *** Open case *** /home/zhihuang/Desktop/A14
2022-09-10 20:05:09.493 *** Open processed data
2022-09-10 20:05:09.493 *** Preload all statistics at once.
2022-09-10 20:05:23.290 *** Nuclei stat data loaded, took 13.80 seconds. Total number of nuclei: 2755531
2022-09-10 20:05:51.971 *** Mouse movement (LeftButton) ***  Mouse coords: (130, 406) (63466, 61641)
2022-09-10 20:05:51.982 *** Mouse movement (LeftButton) ***  Mouse coords: (130, 408) (63466, 61647)
2022-09-10 20:05:51.996 *** Mouse movement (LeftButton) ***  Mouse coords: (132, 411) (63473, 61657)
2022-09-10 20:05:52.013 *** Mouse movement (LeftButton) ***  Mouse coords: (134, 414) (63479, 61667)
2022-09-10 20:05:52.029 *** Mouse movement (LeftButton) ***  Mouse coords: (136, 418) (63485, 61679)
2022-09-10 20:05:52.046 *** Mouse movement (LeftButton) ***  Mouse coords: (139, 425) (63495, 61702)
2022-09-10 20:05:52.063 *** Mouse movement (LeftButton) ***  Mouse coords: (145, 432) (63514, 61724)
2022-09-10 20:05:52.079 *** Mouse movement (LeftButton) ***  Mouse coords: (153, 443) (63539, 61759)
2022-09-10 20:05:52.096 *** Mouse movement (LeftButton) ***  Mouse coords: (164, 456) (63574, 61800)
2022-09-10 20:05:52.113 *** Mouse movement (LeftButton) ***  Mouse coords: (177, 470) (63616, 61845)
2022-09-10 20:05:52.129 *** Mouse movement (LeftButton) ***  Mouse coords: (185, 477) (63641, 61867)
2022-09-10 20:05:52.146 *** Mouse movement (LeftButton) ***  Mouse coords: (187, 478) (63648, 61870)
2022-09-10 20:05:52.163 *** Mouse movement (LeftButton) ***  Mouse coords: (187, 479) (63648, 61873)
2022-09-10 20:05:54.026 *** Interactive label *** Apply to case start.
2022-09-10 20:05:56.487 *** Mouse movement (LeftButton) ***  Mouse coords: (223, 388) (63794, 61730)
2022-09-10 20:05:56.503 *** Mouse movement (LeftButton) ***  Mouse coords: (231, 397) (63808, 61747)
2022-09-10 20:05:56.517 *** Mouse movement (LeftButton) ***  Mouse coords: (246, 416) (63835, 61781)
2022-09-10 20:05:56.529 *** Mouse movement (LeftButton) ***  Mouse coords: (262, 435) (63865, 61816)
2022-09-10 20:05:56.546 *** Mouse movement (LeftButton) ***  Mouse coords: (282, 454) (63901, 61850)
2022-09-10 20:05:56.562 *** Mouse movement (LeftButton) ***  Mouse coords: (298, 475) (63930, 61888)
2022-09-10 20:05:56.579 *** Mouse movement (LeftButton) ***  Mouse coords: (311, 492) (63954, 61919)
2022-09-10 20:05:56.596 *** Mouse movement (LeftButton) ***  Mouse coords: (323, 507) (63975, 61947)
2022-09-10 20:05:56.612 *** Mouse movement (LeftButton) ***  Mouse coords: (328, 515) (63985, 61961)
2022-09-10 20:05:56.629 *** Mouse movement (LeftButton) ***  Mouse coords: (331, 521) (63990, 61972)
2022-09-10 20:05:56.646 *** Mouse movement (LeftButton) ***  Mouse coords: (336, 534) (63999, 61996)
2022-09-10 20:05:56.662 *** Mouse movement (LeftButton) ***  Mouse coords: (347, 563) (64019, 62049)
2022-09-10 20:05:56.679 *** Mouse movement (LeftButton) ***  Mouse coords: (361, 591) (64045, 62099)
2022-09-10 20:05:56.696 *** Mouse movement (LeftButton) ***  Mouse coords: (368, 606) (64057, 62127)
2022-09-10 20:05:56.713 *** Mouse movement (LeftButton) ***  Mouse coords: (369, 609) (64059, 62132)
